postTitle,profileId,profileName,text,date,Social Media,Cash,CPF Medisave,Income Tax Rebate,CPF RA -SA,NS Credits,CDC Vouchers,U-Save Rebates,S&CC Rebates,Education/Training,Retrenchment,General 
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid0CFswRmTUsKZHXizDMeZsPQMMMnKoLqPf6QDeuzApSM8abriK2WUxcizr9zZgvERhl,Mike Pang,Derrick Jason De Costa well said,17/2/2024 20:43,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02TjoZNszJVWnibzVj78FGJ3JXZ4yCXTVVJUf2YSPFyFxG7bMgiFUqYyyxojicB6xwl,Rakku Chew,Derrick Jason De Costa standard formula .. so predictable also .. eventually this will not work and hopefully im 6 feet under already..,17/2/2024 15:27,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,"Derrick Jason De Costa face it baaa;;; 1st PAP never wrong, they always right, mean they are INVINCIBLE;;;; Ruling party already out of hand to handling us, coming 7 million ROJAK COMMUNITY inside this 720sq km island named SINGAPORE;; Mean 4G of Today seem INCAPABLE LIAO.😊😊",17/2/2024 14:09,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02oP5no7PDFA94xzmmfowyNBRGnkM8mGSccxHqaEn8VZi2dVoDrvEXYAgtWkNBsGjkl,Hasane Okira,"Derrick Jason De Costa Fully agree. If you really look into the whole budget, there is really nothing but in medical term it is simply just giving out panadol (pain killer) to numb the senses for a short period of time so that one will get used to it for losing a limb in the long term. 

The high cost of living is there to stay forever, if I may say the least  but the ""panadol"" is only for a short period of relief. 

You are absolutely right, instead of giving out goodies (short term), they should have tackled the high cost of living in every aspect. 

So in short they are simply trying to buy vote to solve the symptom instead of the cause. 

The way I look at it, is that they are simply running out of ideas but finding the easiest way out by doing this. 

Over the years or even decades you can see so many blunders thay have made and they simply just swept it all under carpet. For these I will leave it for another day to comment.",17/2/2024 14:06,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02hrSeKK81PWCEhLYGjRiXNCPenWeaGKuDjk6gNeL7uyjMvmed34cmnAq9cYUGK2H1l,Jo Jo Tan,Ja Lee vote money,17/2/2024 21:16,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,No more stupid people in this generation  .,17/2/2024 13:36,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02GPp7R3MGuSoi13SS8nHFQgdm3qGC7qMNXUahKEhzfwfwJemL3UNoqoFaGfQuCb1sl,KC Seah,"Zao Zha that a good challenge;;; Go ahead PAP, Cheers 🍺🍺🍺🍻🍻🍺🍻🍻🍻🍻",17/2/2024 13:23,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Zao Zha you wanted behaved uncivilised right!!! haha nobody stopping you of wanting to get the mother pig and mother dog in entertaining you!!!  continued your continous fuckingofthe mother pig and dog!!! ENJOY!!!,17/2/2024 12:31,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid031ELrDja3K5SsCLku8fovaMyAb9xxwhgu2pX5xw7Ge7JWbkQcbSGQpXBENu6RyjAYl,Gao Lidai,Koh Ah Chwee Ur mom also can entertain me if you want 😂,17/2/2024 12:28,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Zao Zha talk big to entertain yourself!!! you are arrogant and cocky!!! you imagined is a sure bet even before the poll!!!,17/2/2024 12:22,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02da6hpSrWH8bdKYQ6X5b6ViJ3MWpUdjK2Peitfdf1ssJLBVepbbPxLy3x1MqVZj9zl,Bu Liang Shuai,Steven Wong Both lah haha,17/2/2024 22:32,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02tFcL7QtAwCHtaZHTs7u2tGMBt6PojqDLcSXiEbB19Waz3BSN5PFdixm2nEzMbobKl,Steven Wong,Bu Liang Shuai or is it vapes?,17/2/2024 22:31,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02da6hpSrWH8bdKYQ6X5b6ViJ3MWpUdjK2Peitfdf1ssJLBVepbbPxLy3x1MqVZj9zl,Bu Liang Shuai,"Steven Wong Don't worry next year sure have. I think their plan is to raise cigarette price until it reach the same price in Australia and NZ. No wonder more of our kids taking drugs now, maybe cheaper.😂",17/2/2024 22:26,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02rLKo2topvcBYJgBPYrzAT1MXFsjjFiUz2CBXJcQkgKVGWWi3Lp8WaGTYtstvQEvEl,John CidSmith,"Koh Ah Chwee paper not written by me. You must be proud. Add me as friend leh. 

Your government learnt from M’sia government. Keeps giving out money. You must be proud.",17/2/2024 12:28,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,John CidSmith haha…still crying!!! nobody bother about your lies!!!!,17/2/2024 12:26,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid0sH9cfrarQ8KkhzMKdKN5hhNu6fhJFXtT3CcdxLhV6KKEuCTFFFuAMvR8KTydVttCl,Yap Jonathan,Key Way And it's our own money.,18/2/2024 14:37,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"David Lee yes, the worhless party and useless psp shits are there for you to eat and enjoy!!!",17/2/2024 13:28,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02LVnH7RH5ysbqfWji4FCfxLDLP6biaiP5eX6JXt3zjGYE4rMxoBReXBcS24yaS9aQl,David Lee,Koh Ah Chwee go eat shit ..talk shit,17/2/2024 13:25,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,David Lee the majority are here to stay!!! only you the tikohliang tikohzhou is looking for tikohliang!!!,17/2/2024 13:24,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02LVnH7RH5ysbqfWji4FCfxLDLP6biaiP5eX6JXt3zjGYE4rMxoBReXBcS24yaS9aQl,David Lee,Koh Ah Chwee see only cannot use ...if worthless party why u still stay in singapore ...,17/2/2024 12:35,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,David Lee as if the world OWED you a living!!! so the worthless party and the useless party gave you top ups for your enjoyment!!!,17/2/2024 12:33,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02LVnH7RH5ysbqfWji4FCfxLDLP6biaiP5eX6JXt3zjGYE4rMxoBReXBcS24yaS9aQl,David Lee,Koh Ah Chwee now me only 63 ... Me cpf only 21 k only ..what u talking .,17/2/2024 12:30,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,David Lee sure boh!!! only talking about your ownself for your self comfort and joy!!!!,17/2/2024 12:28,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid0eFrPCCqXoAb7TQypRS9eH2b3NfiXAcXJypx5yvRRrHbyA8M4xwnWZSyYJbNL4U6xl,Samuel Fong,"Wah, do better can? Now ownself say other people cry, ownself scream and shout, ownself say people support other political parties... Ok lah ah, today posted 2 comments liao, enough to buy 1 kopi-o kosong from your office vending machine lah hor... Weekend also working to gatekeep, remember to take some breaks wor.",17/2/2024 14:33,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,"Samuel Fong no money eat why crying here?? yiur worthless party and useless psp didnt provide you with jobs and money withbtheir ALTERNATIVES solutions for you??? haha…,so just konsong to entertain you so you need to cry here!!!!",17/2/2024 12:42,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid0eFrPCCqXoAb7TQypRS9eH2b3NfiXAcXJypx5yvRRrHbyA8M4xwnWZSyYJbNL4U6xl,Samuel Fong,"Koh Ah Chwee yah loh, real people talk big is free no money eat one mah, unlike you fake account get paid to talk down any criticism so shiok.",17/2/2024 12:39,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid02cE1jgJaYem2FkXSfY5jQXoQ4PHf5dk2GB2kN1bqQJdzwdUNQaL8wB5gwuHpwj6uwl,Koh Ah Chwee,Samuel Fong haha…talking big is free for you!!! confirm chop +guarantee!!!,17/2/2024 12:25,Facebook,1,1,1,0,1,1,1,1,0,0,0
"2024 saw a Budget with very little in the way of ""bad news."" Perhaps a Budget to win an election now, but also for governing in the long term.",pfbid0eFrPCCqXoAb7TQypRS9eH2b3NfiXAcXJypx5yvRRrHbyA8M4xwnWZSyYJbNL4U6xl,Samuel Fong,"Confirm chop plus guarantee... Because of ""market forces"" lah, ""global challenges"" lah, ""rising demands"" lah...",17/2/2024 11:52,Facebook,1,1,1,0,1,1,1,1,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid0Jp3EyFgxXRhuJCwve1V74bNtDp6sGJ2HUrzuD6rYWiXiJB6R4srd5ipJHENpdnhkl,Abu Rabi,Power la sir!!!!🔥👍,16/2/2024 20:56,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,"Tis are peanuts ....
Don't talk about 9% Gst tax .. just name one , Coe 1 paper already costs $100k ..",16/2/2024 20:53,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid02ak4kr3F1sAf1kRHBzoxgh5d7TRLZNxRuFVzTD5NPuSepsfkKKEpZ71a3m9VcMA4sl,Mitchell Yylim,"Income tax relief capped at $200 🤔
I rather they give me CDC vouchers",17/2/2024 10:09,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid0vZW8LLj8PRSZx6L63rAHKV6f3eZyUrYjUCSPd8RXwvB17HvnMbkfLxq4ZheM7bHil,Vicki Chan,the sum is paltry considering the amount kept in RA that would never be returned as part of the new system and the interest on the SA from 4 reduce to 2.5 and the quadrupled increment to the FRS right?,16/2/2024 19:50,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid0v4EZk2TXawGCPcWksPEEcGiU4rNGaE6tvNh8UvExGRYA9AuHSSjDazxpe3Z6WZSEl,Zai Yah Hou,"Income tax bands long overdue

Huat Arh naive 61.23%, SimplyGong",20/2/2024 13:31,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid02UnXNDZczfTJhWka249PtnQ4irgWMH1Evu5qKLVrnAMg4XUGCP7Gy3DB5osPhbD54l,Shawn Dan,Intention is govt needs money badly. Hahahaha,16/2/2024 20:01,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid02kMoSq4g33nSEjTAFGx2rB7q1anCfXAzR3Z2hvrxYQZwRq9eYU1X89QuuMm91qNXrl,Teng Liyun,GE coming,16/2/2024 20:25,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid035zCykSPeY3JLLSxtBcivb3n64b8PZWtMKJjWZVkrnHgaYcchKh8ciF1uRRFraCTjl,Ja Lee,Good Profits,16/2/2024 20:53,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid02yoRnTWzdhEkFEDawvzRYbS4LDQdWZypJXm5FTT8icjaBh6gbzPWns6RBXUgsRvYl,Niki Ng,"Teng Liyun 

https://fb.watch/pog3Ub3tHy/?mibextid=Nif5oz",16/2/2024 20:39,Facebook,0,1,1,1,0,0,0,0,0,0,0
Announced during Budget 2024: Changes to the CPF system and a personal income tax rebate for all Singaporeans.,pfbid02yoRnTWzdhEkFEDawvzRYbS4LDQdWZypJXm5FTT8icjaBh6gbzPWns6RBXUgsRvYl,Niki Ng,"Vicki Chan 

https://fb.watch/pog3Ub3tHy/?mibextid=Nif5oz",16/2/2024 20:38,Facebook,0,1,1,1,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0cuL8Pipg94LZN5kXeS7GgqUVjY4XPBFvYxq696N3hDK6FVYaVoRsrtEw1s3qwJ7Yl,志伟,When .. 😏,16/2/2024 17:02,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0u5t8DT1pYayEb7eYKfHCRFZMfrSJjUXExy4e9DQFGcPLNgthkfXEEE3F3o3MwqM3l,Bryan Tsk,"Not exceeding income of 100,000 is for which year? 2021, 2022, 2023? Not clearly spelt out, ?",17/2/2024 17:14,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0Jp3EyFgxXRhuJCwve1V74bNtDp6sGJ2HUrzuD6rYWiXiJB6R4srd5ipJHENpdnhkl,Abu Rabi,"Superb sir!!!!👌
U r a great hero!!!!😃👍",17/2/2024 19:12,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0kwz77iof4SK88UFVQqQQUgx8wvD7MQ9zCX57KTAdbXvMEU4uCZArzGkPSwovNz9fl,Asm Loke,My colleague say “government waste money”. I say that is your money. He reply ya hor. 😂,16/2/2024 21:15,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid02FH3uyd9pYSUN5KMzrS8GhXnGQ5Btmoo6Px3URLafumKnNpx4BWas6HfB13SbFAA6l,Rebecca Tang,Vote for PSP and you get $1 million per person,16/2/2024 16:09,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid02mtNSrC8A7ivuQFG5VD2ku3jAe6G91LjBpVN1aG4xBy2Wa6Ae1ZNFfBAbw7PPFHpfl,Winston Low,2023 we had $700. Now $400. I say thats absurd,16/2/2024 16:31,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0aoEWR92eDsWyG6NGMiR5fyEb4kZKmrt3yao4A2iQzfFf9BAgumWA8xnHvbqjZ7SZl,Patrick Zhang,"I am amazed that the people of one of the wealthiest nations in the world, with the highest costs of living, are happy to be receiving Handouts.

Ironically, during the formative period of Singapore, it was about strife.",17/2/2024 22:51,Facebook,1,0,0,0,0,0,0,0,0,0,0
"Between S$200 and S$400 in cash will be given to adult citizens aged 21 and above in 2024, who are living in Singapore and who have incomes not exceeding S$100,000 and do not own more than one property.",pfbid0YZvqBBRV2ieZZz1qiz2AXqWkfthcpEdVRhuY8Qjfdfb51kzgBKmE2yWobxsp4ZPAl,Kelakar Lelaki,Wonder why with billions in revenue and also supposedly billions in the reserves why need to increase gst and other costs,16/2/2024 16:45,Facebook,1,0,0,0,0,0,0,0,0,0,0
